DP,DPNOM,Código Municipio,MPIO,AÑO,ÁREA GEOGRÁFICA,Pobl
70,Sucre,70508,Ovejas,2022,Total,"24,003"
70,Sucre,70523,Palmito,2022,Total,"15,423"
70,Sucre,70670,Sampués,2022,Total,"50,010"
70,Sucre,70678,San Benito Abad,2022,Total,"30,495"
70,Sucre,70702,San Juan de Betulia,2022,Total,"14,534"
70,Sucre,70708,San Marcos,2022,Total,"62,044"
70,Sucre,70713,San Onofre,2022,Total,"52,346"
70,Sucre,70717,San Pedro,2022,Total,"19,675"
70,Sucre,70742,San Luis de Sincé,2022,Total,"32,675"
70,Sucre,70771,Sucre,2022,Total,"31,560"
70,Sucre,70820,Santiago de Tolú,2022,Total,"34,943"
70,Sucre,70823,Tolú Viejo,2022,Total,"22,828"
73,Tolima,73001,Ibagué,2022,Total,"543,949"
73,Tolima,73024,Alpujarra,2022,Total,"4,481"
73,Tolima,73026,Alvarado,2022,Total,"8,759"
73,Tolima,73030,Ambalema,2022,Total,"6,594"
73,Tolima,73043,Anzoátegui,2022,Total,"10,057"
73,Tolima,73055,Armero,2022,Total,"12,099"
73,Tolima,73067,Ataco,2022,Total,"19,214"
73,Tolima,73124,Cajamarca,2022,Total,"18,535"
73,Tolima,73148,Carmen de Apicalá,2022,Total,"10,503"
73,Tolima,73152,Casabianca,2022,Total,"6,329"
73,Tolima,73168,Chaparral,2022,Total,"51,005"
73,Tolima,73200,Coello,2022,Total,"8,364"
73,Tolima,73217,Coyaima,2022,Total,"22,604"
73,Tolima,73226,Cunday,2022,Total,"8,414"
73,Tolima,73236,Dolores,2022,Total,"8,226"
73,Tolima,73268,Espinal,2022,Total,"71,383"
73,Tolima,73270,Falan,2022,Total,"7,423"
73,Tolima,73275,Flandes,2022,Total,"28,766"
73,Tolima,73283,Fresno,2022,Total,"31,349"
73,Tolima,73319,Guamo,2022,Total,"32,938"
73,Tolima,73347,Herveo,2022,Total,"7,250"
73,Tolima,73349,Honda,2022,Total,"24,666"
73,Tolima,73352,Icononzo,2022,Total,"11,953"
73,Tolima,73408,Lérida,2022,Total,"18,711"
73,Tolima,73411,Líbano,2022,Total,"36,414"
73,Tolima,73443,Mariquita,2022,Total,"38,535"
73,Tolima,73449,Melgar,2022,Total,"37,880"
73,Tolima,73461,Murillo,2022,Total,"4,164"
73,Tolima,73483,Natagaima,2022,Total,"14,746"
73,Tolima,73504,Ortega,2022,Total,"34,494"
73,Tolima,73520,Palocabildo,2022,Total,"9,866"
73,Tolima,73547,Piedras,2022,Total,"6,796"
73,Tolima,73555,Planadas,2022,Total,"25,930"
73,Tolima,73563,Prado,2022,Total,"8,458"
73,Tolima,73585,Purificación,2022,Total,"23,657"
73,Tolima,73616,Rioblanco,2022,Total,"22,732"
73,Tolima,73622,Roncesvalles,2022,Total,"5,507"
73,Tolima,73624,Rovira,2022,Total,"21,600"
73,Tolima,73671,Saldaña,2022,Total,"14,546"
73,Tolima,73675,San Antonio,2022,Total,"12,634"
73,Tolima,73678,San Luis,2022,Total,"13,519"
73,Tolima,73686,Santa Isabel,2022,Total,"5,702"
73,Tolima,73770,Suárez,2022,Total,"3,791"
73,Tolima,73854,Valle de San Juan,2022,Total,"5,387"
73,Tolima,73861,Venadillo,2022,Total,"12,787"
73,Tolima,73870,Villahermosa,2022,Total,"9,233"
73,Tolima,73873,Villarrica,2022,Total,"4,985"
76,Valle del Cauca,76001,Cali,2022,Total,"2,280,907"
76,Valle del Cauca,76020,Alcalá,2022,Total,"14,477"
76,Valle del Cauca,76036,Andalucía,2022,Total,"22,878"
76,Valle del Cauca,76041,Ansermanuevo,2022,Total,"17,533"
76,Valle del Cauca,76054,Argelia,2022,Total,"5,242"
76,Valle del Cauca,76100,Bolívar,2022,Total,"15,911"
76,Valle del Cauca,76109,Buenaventura,2022,Total,"315,743"
76,Valle del Cauca,76111,Guadalajara de Buga,2022,Total,"130,564"
76,Valle del Cauca,76113,Bugalagrande,2022,Total,"24,772"
76,Valle del Cauca,76122,Caicedonia,2022,Total,"28,879"
76,Valle del Cauca,76126,Calima,2022,Total,"18,495"
76,Valle del Cauca,76130,Candelaria,2022,Total,"95,413"
76,Valle del Cauca,76147,Cartago,2022,Total,"139,026"
76,Valle del Cauca,76233,Dagua,2022,Total,"49,631"
76,Valle del Cauca,76243,El Águila,2022,Total,"8,670"
76,Valle del Cauca,76246,El Cairo,2022,Total,"6,588"
76,Valle del Cauca,76248,El Cerrito,2022,Total,"57,851"
76,Valle del Cauca,76250,El Dovio,2022,Total,"8,724"
76,Valle del Cauca,76275,Florida,2022,Total,"58,689"
76,Valle del Cauca,76306,Ginebra,2022,Total,"23,340"
76,Valle del Cauca,76318,Guacarí,2022,Total,"34,000"
76,Valle del Cauca,76364,Jamundí,2022,Total,"169,280"
76,Valle del Cauca,76377,La Cumbre,2022,Total,"16,716"
76,Valle del Cauca,76400,La Unión,2022,Total,"34,933"
76,Valle del Cauca,76403,La Victoria,2022,Total,"12,016"
76,Valle del Cauca,76497,Obando,2022,Total,"12,193"
76,Valle del Cauca,76520,Palmira,2022,Total,"358,806"
76,Valle del Cauca,76563,Pradera,2022,Total,"48,770"
76,Valle del Cauca,76606,Restrepo,2022,Total,"15,496"
76,Valle del Cauca,76616,Riofrío,2022,Total,"15,657"
76,Valle del Cauca,76622,Roldanillo,2022,Total,"37,248"
76,Valle del Cauca,76670,San Pedro,2022,Total,"17,420"
76,Valle del Cauca,76736,Sevilla,2022,Total,"41,670"
76,Valle del Cauca,76823,Toro,2022,Total,"14,570"
76,Valle del Cauca,76828,Trujillo,2022,Total,"19,220"
76,Valle del Cauca,76834,Tuluá,2022,Total,"221,604"
76,Valle del Cauca,76845,Ulloa,2022,Total,"5,449"
76,Valle del Cauca,76863,Versalles,2022,Total,"7,037"
76,Valle del Cauca,76869,Vijes,2022,Total,"13,046"
76,Valle del Cauca,76890,Yotoco,2022,Total,"16,400"
76,Valle del Cauca,76892,Yumbo,2022,Total,"111,474"
76,Valle del Cauca,76895,Zarzal,2022,Total,"42,940"
81,Arauca,81001,Arauca,2022,Total,"100,365"
81,Arauca,81065,Arauquita,2022,Total,"58,270"
81,Arauca,81220,Cravo Norte,2022,Total,"4,294"
81,Arauca,81300,Fortul,2022,Total,"20,883"
81,Arauca,81591,Puerto Rondón,2022,Total,"5,098"
81,Arauca,81736,Saravena,2022,Total,"65,314"
81,Arauca,81794,Tame,2022,Total,"50,754"
85,Casanare,85001,Yopal,2022,Total,"180,513"
85,Casanare,85010,Aguazul,2022,Total,"38,607"
85,Casanare,85015,Chámeza,2022,Total,"2,676"
85,Casanare,85125,Hato Corozal,2022,Total,"12,298"
85,Casanare,85136,La Salina,2022,Total,"1,390"
85,Casanare,85139,Maní,2022,Total,"17,737"
85,Casanare,85162,Monterrey,2022,Total,"18,292"
85,Casanare,85225,Nunchía,2022,Total,"8,850"
85,Casanare,85230,Orocué,2022,Total,"12,851"
85,Casanare,85250,Paz de Ariporo,2022,Total,"37,933"
85,Casanare,85263,Pore,2022,Total,"12,248"
85,Casanare,85279,Recetor,2022,Total,"1,825"
85,Casanare,85300,Sabanalarga,2022,Total,"3,625"
85,Casanare,85315,Sácama,2022,Total,"2,091"
85,Casanare,85325,San Luis de Palenque,2022,Total,"8,477"
85,Casanare,85400,Támara,2022,Total,"6,670"
85,Casanare,85410,Tauramena,2022,Total,"25,573"
85,Casanare,85430,Trinidad,2022,Total,"13,660"
85,Casanare,85440,Villanueva,2022,Total,"36,752"
86,Putumayo,86001,Mocoa,2022,Total,"60,572"
86,Putumayo,86219,Colón,2022,Total,"5,682"
86,Putumayo,86320,Orito,2022,Total,"39,810"
86,Putumayo,86568,Puerto Asís,2022,Total,"69,074"
86,Putumayo,86569,Puerto Caicedo,2022,Total,"16,448"
86,Putumayo,86571,Puerto Guzmán,2022,Total,"37,682"
86,Putumayo,86573,Puerto Leguízamo,2022,Total,"30,312"
86,Putumayo,86749,Sibundoy,2022,Total,"15,902"
86,Putumayo,86755,San Francisco,2022,Total,"5,720"
86,Putumayo,86757,San Miguel,2022,Total,"19,973"
86,Putumayo,86760,Santiago,2022,Total,"7,509"
86,Putumayo,86865,Valle del Guamuez,2022,Total,"35,621"
86,Putumayo,86885,Villagarzón,2022,Total,"24,759"
88,Archipiélago de San Andrés,88001,San Andrés,2022,Total,"58,817"
88,Archipiélago de San Andrés,88564,Providencia,2022,Total,"6,411"
91,Amazonas,91001,Leticia,2022,Total,"52,003"
91,Amazonas,91263,El Encanto (CD),2022,Total,"2,111"
91,Amazonas,91405,La Chorrera (CD),2022,Total,"3,004"
91,Amazonas,91407,La Pedrera (CD),2022,Total,"4,013"
91,Amazonas,91430,La Victoria (CD),2022,Total,673
91,Amazonas,91460,Miriti - Paraná (CD),2022,Total,"1,910"
91,Amazonas,91530,Puerto Alegría (CD),2022,Total,784
91,Amazonas,91536,Puerto Arica (CD),2022,Total,"1,059"
91,Amazonas,91540,Puerto Nariño,2022,Total,"10,705"
91,Amazonas,91669,Puerto Santander (CD),2022,Total,"1,801"
91,Amazonas,91798,Tarapacá (CD),2022,Total,"4,005"
94,Guainía,94001,Inírida,2022,Total,"34,963"
94,Guainía,94343,Barrancominas,2022,Total,"9,131"
94,Guainía,94663,Mapiripana (CD),2022,Total,0
94,Guainía,94883,San Felipe (CD),2022,Total,"1,758"
94,Guainía,94884,Puerto Colombia (CD),2022,Total,"2,001"
94,Guainía,94885,La Guadalupe (CD),2022,Total,299
94,Guainía,94886,Cacahual (CD),2022,Total,911
94,Guainía,94887,Pana Pana (CD),2022,Total,"2,028"
94,Guainía,94888,Morichal (CD),2022,Total,970
95,Guaviare,95001,San José del Guaviare,2022,Total,"58,206"
95,Guaviare,95015,Calamar,2022,Total,"10,499"
95,Guaviare,95025,El Retorno,2022,Total,"14,306"
95,Guaviare,95200,Miraflores,2022,Total,"7,346"
97,Vaupés,97001,Mitú,2022,Total,"35,838"
97,Vaupés,97161,Carurú,2022,Total,"3,498"
97,Vaupés,97511,Pacoa (CD),2022,Total,"4,881"
97,Vaupés,97666,Taraira,2022,Total,"2,647"
97,Vaupés,97777,Papunahua (CD),2022,Total,857
97,Vaupés,97889,Yavaraté (CD),2022,Total,"1,211"
99,Vichada,99001,Puerto Carreño,2022,Total,"20,798"
99,Vichada,99524,La Primavera,2022,Total,"9,846"
99,Vichada,99624,Santa Rosalía,2022,Total,"4,297"
99,Vichada,99773,Cumaribo,2022,Total,"80,837"
